key,chips,raw_first_irq,raw_top_irq,raw_top_share,raw_distinct_irqs,parser_detected_irq,raw_in_bounds,parser_in_bounds,detected_zero,parser_disagrees_with_raw,near_lower_bound,near_upper_bound
DaFunk/Harmony.1.dump.parquet,1,0,46741904,0.0003,11729,19656,0,1,0,1,0,0
DaFunk/I_Dont_Need_Love.1.dump.parquet,1,0,30230864,0.0002,12519,19656,0,1,0,1,0,0
DaFunk/Jamboo.1.dump.parquet,1,0,30702608,0.0004,8678,19656,0,1,0,1,0,0
DaFunk/Killer.1.dump.parquet,1,0,82712384,0.0002,15790,19656,0,1,0,1,0,0
DaFunk/Krankenhouse.1.dump.parquet,1,0,37778768,0.0003,7920,19656,0,1,0,1,0,0
DaFunk/Lazynight.1.dump.parquet,1,0,22741928,0.0004,7006,19656,0,1,0,1,0,0
DaFunk/Loading_Arok.1.dump.parquet,1,0,19592,0.0005,6960,19656,1,1,0,1,0,0
DaFunk/Luridd.1.dump.parquet,1,0,16866,0.0002,29127,13265,1,0,0,1,0,0
DaFunk/Mania.1.dump.parquet,1,0,60422480,0.0001,19649,19656,0,1,0,1,0,0
DaFunk/Megatoolz.1.dump.parquet,1,0,30230864,0.0005,7469,19656,0,1,0,1,0,0
DaFunk/Megtha-Fix_2.1.dump.parquet,1,0,211144688,0.0002,16047,19656,0,1,0,1,0,0
DaFunk/Megtha.1.dump.parquet,1,0,226240496,0.0002,15927,19656,0,1,0,1,0,0
DaFunk/Mellow_Idea.1.dump.parquet,1,0,30938480,0.001,3108,19656,0,1,0,1,0,0
DaFunk/Moshing.1.dump.parquet,1,0,90614096,0.0003,9274,19656,0,1,0,1,0,0
DaFunk/New_World.1.dump.parquet,1,0,20795984,0.0003,10076,19656,0,1,0,1,0,0
DaFunk/Not_e_Again.1.dump.parquet,1,0,62191520,0.0003,9020,19656,0,1,0,1,0,0
DaFunk/On_the_Move.1.dump.parquet,1,0,60422480,0.0002,10752,19656,0,1,0,1,0,0
DaFunk/Phreak.1.dump.parquet,1,0,128353616,0.0005,9474,19656,0,1,0,1,0,0
DaFunk/Push_It.1.dump.parquet,1,0,37778768,0.0008,4474,19656,0,1,0,1,0,0
DaFunk/R_A_V_E.1.dump.parquet,1,0,156029264,0.0006,8027,19656,0,1,0,1,0,0
DaFunk/Rainy_Night.1.dump.parquet,1,0,181975184,0.0003,14787,19656,0,1,0,1,0,0
DaFunk/Reflection.1.dump.parquet,1,0,79351208,0.0001,20151,19656,0,1,0,1,0,0
DaFunk/Rewind.1.dump.parquet,1,0,3479048,0.0003,7011,19656,0,1,0,1,0,0
DaFunk/Sandclock_sounds_by_Dane.1.dump.parquet,1,0,19592,0.0008,4633,19656,1,1,0,1,0,0
DaFunk/Scolar.1.dump.parquet,1,0,16866,0.0001,61006,2184,1,0,0,1,0,0
DaFunk/Skull.1.dump.parquet,1,0,45326672,0.0003,11370,19656,0,1,0,1,0,0
DaFunk/Spinin.1.dump.parquet,1,0,60422480,0.0003,13441,19656,0,1,0,1,0,0
DaFunk/Standing.1.dump.parquet,1,0,19592,0.0003,8522,19656,1,1,0,1,0,0
DaFunk/Summer.1.dump.parquet,1,0,16550288,0.0002,15710,19656,0,1,0,1,0,0
DaFunk/Summer_Mix.1.dump.parquet,1,0,16550288,0.0002,11780,19656,0,1,0,1,0,0
DaFunk/Symphony.1.dump.parquet,1,0,45326672,0.0003,10978,19656,0,1,0,1,0,0
DaFunk/Techno_I.1.dump.parquet,1,0,90614096,0.0002,9875,19656,0,1,0,1,0,0
DaFunk/Techno_II.1.dump.parquet,1,0,204068528,0.0003,10878,19656,0,1,0,1,0,0
DaFunk/Techno_III.1.dump.parquet,1,0,5071184,0.0002,11329,19656,0,1,0,1,0,0
DaFunk/Test_the_Dance.1.dump.parquet,1,0,15881984,0.0004,6464,19656,0,1,0,1,0,0
DaFunk/U_Dont_Stop.1.dump.parquet,1,0,30270176,0.0005,4636,19656,0,1,0,1,0,0
DaFunk/Vandalism_News.1.dump.parquet,1,0,91832768,0.0002,12743,19656,0,1,0,1,0,0
DaFunk/Victory.1.dump.parquet,1,0,39248,0.0005,5177,19656,0,1,0,1,0,1
DaFunk/Ya_Brain.1.dump.parquet,1,0,154771280,0.0003,12732,19656,0,1,0,1,0,0
DaFunk/Zlobnica.1.dump.parquet,1,0,23626448,0.0008,5212,19656,0,1,0,1,0,0
DaJoshy/Chiptunes_Now_in_64_K.1.dump.parquet,1,0,39248,0.0026,2203,19656,0,1,0,1,0,1
DaJoshy/Funny_Memes_DON_T_TALK_TO_ME.1.dump.parquet,1,0,39248,0.0008,5958,19656,0,1,0,1,0,1
DaJoshy/Joshys_First_Burfday.1.dump.parquet,1,0,12776336,0.0006,4198,19656,0,1,0,1,0,0
DaJoshy/Squid_Always_Wins.1.dump.parquet,1,0,39248,0.0019,2340,19656,0,1,0,1,0,1
Da_Blondie/A_Biea_Zwa_Biea.1.dump.parquet,1,0,24845120,0.0007,3289,19656,0,1,0,1,0,0
Da_Blondie/Back_to_the_Roots.1.dump.parquet,1,0,46545344,0.0003,8118,19656,0,1,0,1,0,0
Da_Blondie/Beefsteak_Conspiracy.1.dump.parquet,1,0,64619033,0.0003,6685,17095,0,1,0,1,0,0
Da_Blondie/Beefsteak_Conspiracy.2.dump.parquet,1,0,23043993,0.0004,5994,17095,0,1,0,1,0,0
Da_Blondie/Beefsteak_Conspiracy.3.dump.parquet,1,0,79389113,0.0004,6571,17095,0,1,0,1,0,0
Da_Blondie/Boogie.1.dump.parquet,1,0,7901648,0.0029,1764,19656,0,1,0,1,0,0
Da_Blondie/Brain_Damage.1.dump.parquet,1,0,60481448,0.0003,8522,19656,0,1,0,1,0,0
Da_Blondie/Cheese_Overdose.1.dump.parquet,1,0,19592,0.0011,3059,19656,1,1,0,1,0,0
Da_Blondie/Chill_n_Beer.1.dump.parquet,1,0,13759136,0.0005,6228,19656,0,1,0,1,0,0
Da_Blondie/Day.1.dump.parquet,1,0,25198928,0.0015,2620,19656,0,1,0,1,0,0
Da_Blondie/Death.1.dump.parquet,1,0,196284752,0.0005,9719,19656,0,1,0,1,0,0
Da_Blondie/Early_Spring.1.dump.parquet,1,0,19592,0.0002,12194,19656,1,1,0,1,0,0
Da_Blondie/Elite_R0mz0rz.1.dump.parquet,1,0,19592,0.0004,7218,19656,1,1,0,1,0,0
Da_Blondie/Endless_Loop.1.dump.parquet,1,0,19592,0.0003,10126,19656,1,1,0,1,0,0
Da_Blondie/Factory.1.dump.parquet,1,0,39248,0.0014,2979,19656,0,1,0,1,0,1
Da_Blondie/Fear.1.dump.parquet,1,0,39248,0.0011,4186,19656,0,1,0,1,0,1
Da_Blondie/Feeling_Retro_tune_2.1.dump.parquet,1,0,27754208,0.0008,3358,19656,0,1,0,1,0,0
Da_Blondie/For_Colony_News.1.dump.parquet,1,0,3872168,0.0002,8871,19656,0,1,0,1,0,0
Da_Blondie/Forever_Wandering.1.dump.parquet,1,0,19592,0.0005,5746,19656,1,1,0,1,0,0
Da_Blondie/Get_Loose.1.dump.parquet,1,0,112904000,0.0003,6767,19656,0,1,0,1,0,0
Da_Blondie/Half_Lights.1.dump.parquet,1,0,38073608,0.0003,6764,19656,0,1,0,1,0,0
Da_Blondie/Happy_Music.1.dump.parquet,1,0,39248,0.0012,3084,19656,0,1,0,1,0,1
Da_Blondie/In_the_Pub.1.dump.parquet,1,0,10614176,0.0006,4111,19656,0,1,0,1,0,0
Da_Blondie/Inspiration.1.dump.parquet,1,0,17002376,0.0011,2306,19656,0,1,0,1,0,0
Da_Blondie/Kempelen.1.dump.parquet,1,0,569960,0.0003,8539,19656,0,1,0,1,0,0
Da_Blondie/La_Linea_of_Me.1.dump.parquet,1,0,19592,0.0004,7205,19656,1,1,0,1,0,0
Da_Blondie/Lions_Birthday.1.dump.parquet,1,0,19592,0.0005,4061,19656,1,1,0,1,0,0
Da_Blondie/Looping_Days.1.dump.parquet,1,0,5130152,0.0004,5863,19656,0,1,0,1,0,0
Da_Blondie/Love.1.dump.parquet,1,0,79292240,0.0007,7026,19656,0,1,0,1,0,0
Da_Blondie/Love_Turns_Grey.1.dump.parquet,1,0,19592,0.0003,9235,19656,1,1,0,1,0,0
Da_Blondie/MH.1.dump.parquet,1,0,67970384,0.0007,6077,19656,0,1,0,1,0,0
Da_Blondie/Mad.1.dump.parquet,1,0,39248,0.0013,2962,19656,0,1,0,1,0,1
Da_Blondie/Mini.1.dump.parquet,1,0,1846193,0.0011,2079,17095,0,1,0,1,0,0
Da_Blondie/Minisea.1.dump.parquet,1,0,17022032,0.0004,5364,19656,0,1,0,1,0,0
Da_Blondie/Mono.1.dump.parquet,1,0,39248,0.0036,1238,19656,0,1,0,1,0,1
Da_Blondie/My_Woman.1.dump.parquet,1,0,32510960,0.0006,3790,19656,0,1,0,1,0,0
Da_Blondie/Old.1.dump.parquet,1,0,3813200,0.0013,3493,19656,0,1,0,1,0,0
Da_Blondie/Over_the_Sea.1.dump.parquet,1,0,17061344,0.0006,3108,19656,0,1,0,1,0,0
Da_Blondie/Paralyzed_Bits.1.dump.parquet,1,0,0,0.0023,2309,39312,0,0,0,1,0,0
Da_Blondie/Peace.1.dump.parquet,1,0,40294736,0.0007,6048,19656,0,1,0,1,0,0
Da_Blondie/Pensioner_Jam.1.dump.parquet,1,0,24845120,0.0004,6162,19656,0,1,0,1,0,0
Da_Blondie/People.1.dump.parquet,1,0,11361104,0.0023,1831,19656,0,1,0,1,0,0
Da_Blondie/Prologue.1.dump.parquet,1,0,32805800,0.0006,4109,19656,0,1,0,1,0,0
Da_Blondie/Purple.1.dump.parquet,1,0,54348776,0.0002,10769,19656,0,1,0,1,0,0
Da_Blondie/Resource_Remixed.1.dump.parquet,1,0,88766432,0.0004,6578,19656,0,1,0,1,0,0
Da_Blondie/Rewlz.1.dump.parquet,1,0,39248,0.001,3633,19656,0,1,0,1,0,1
Da_Blondie/Room_2.1.dump.parquet,1,0,2221064,0.0015,2707,19656,0,1,0,1,0,0
Da_Blondie/Rsync_Invite.1.dump.parquet,1,0,15154712,0.0004,6533,19656,0,1,0,1,0,0
Da_Blondie/Scud.1.dump.parquet,1,0,13051520,0.0002,10426,19656,0,1,0,1,0,0
Da_Blondie/Smile_in_the_Crowd.1.dump.parquet,1,0,7646120,0.0003,7110,19656,0,1,0,1,0,0
Da_Blondie/So_What.1.dump.parquet,1,0,39248,0.0026,1426,19656,0,1,0,1,0,1
Da_Blondie/Sonata_Synthetique.1.dump.parquet,1,0,15665768,0.0002,9673,19656,0,1,0,1,0,0
Da_Blondie/Time.1.dump.parquet,1,0,31803344,0.0014,3200,19656,0,1,0,1,0,0
Da_Blondie/Tomb_Raider.1.dump.parquet,1,0,58673096,0.0003,10078,19656,0,1,0,1,0,0
Da_Blondie/Transgressors_in_Eden.1.dump.parquet,1,0,19592,0.0003,8221,19656,1,1,0,1,0,0
Da_Blondie/Trippin.1.dump.parquet,1,0,67400360,0.0004,7168,19656,0,1,0,1,0,0
Da_Blondie/Truth.1.dump.parquet,1,0,22682960,0.0031,1862,19656,0,1,0,1,0,0
Da_Blondie/WeedRunner.1.dump.parquet,1,0,60245576,0.0002,15170,19656,0,1,0,1,0,0
Da_Phuture_Kemist/Acid_Rain.1.dump.parquet,1,0,30230864,0.0002,16458,19656,0,1,0,1,0,0
Da_Phuture_Kemist/Another_Night.1.dump.parquet,1,0,127646000,0.0003,8468,19656,0,1,0,1,0,0
Da_Phuture_Kemist/Cant_Stop_Raving.1.dump.parquet,1,0,60422480,0.0011,3108,19656,0,1,0,1,0,0
Da_Phuture_Kemist/Coco_Jambo.1.dump.parquet,1,0,22682960,0.0008,4609,19656,0,1,0,1,0,0
Da_Phuture_Kemist/Concentrated_Acid.1.dump.parquet,1,0,60894224,0.0003,13066,19656,0,1,0,1,0,0
Da_Phuture_Kemist/Domino_Dancing.1.dump.parquet,1,0,55901600,0.0003,10286,19656,0,1,0,1,0,0
Da_Phuture_Kemist/Falling_in_Love.1.dump.parquet,1,0,79292240,0.0003,7519,19656,0,1,0,1,0,0
Da_Phuture_Kemist/Invasion.1.dump.parquet,1,0,8058896,0.0002,14244,19656,0,1,0,1,0,0
Da_Phuture_Kemist/Just_a_Song.1.dump.parquet,1,0,40294736,0.0002,12331,19656,0,1,0,1,0,0
Da_Phuture_Kemist/Missing_Her.1.dump.parquet,1,0,172383056,0.0004,9800,19656,0,1,0,1,0,0
Da_Phuture_Kemist/Mortal_Kombat.1.dump.parquet,1,0,15135056,0.0003,8802,19656,0,1,0,1,0,0
Da_Phuture_Kemist/No_One.1.dump.parquet,1,0,63017072,0.0005,6132,19656,0,1,0,1,0,0
Da_Phuture_Kemist/On_da_Rocks.1.dump.parquet,1,0,1297232,0.0015,2012,19656,0,1,0,1,0,0
Da_Phuture_Kemist/Pharaos_Curse.1.dump.parquet,1,0,91085840,0.0002,14255,19656,0,1,0,1,0,0
Da_Phuture_Kemist/Rock_My_Heart.1.dump.parquet,1,0,15135056,0.0003,9073,19656,0,1,0,1,0,0
Da_Phuture_Kemist/Sperms_Attack.1.dump.parquet,1,0,12619088,0.0002,18179,19656,0,1,0,1,0,0
Da_Phuture_Kemist/Spring.1.dump.parquet,1,0,40373360,0.0008,3459,19656,0,1,0,1,0,0
Da_Phuture_Kemist/Stairway_to_Headphones.1.dump.parquet,1,0,30230864,0.0002,16929,19656,0,1,0,1,0,0
Da_Phuture_Kemist/Take_on_Me.1.dump.parquet,1,0,30230864,0.0007,4612,19656,0,1,0,1,0,0
Dabrowski_Janusz/Hans_Kloss.1.dump.parquet,1,0,50358608,0.0012,4802,19656,0,1,0,1,0,0
Dabrowski_Janusz/Klatwa.1.dump.parquet,1,0,26456912,0.001,3297,19656,0,1,0,1,0,0
Dabrowski_Janusz/Wladcy_Ciemnosci.1.dump.parquet,1,0,2928680,0.0022,2062,19656,0,1,0,1,0,0
Daddy_Kool/Brak_2_intro.1.dump.parquet,1,0,30211208,0.0017,2783,19656,0,1,0,1,0,0
Daddy_Kool/Brak_2_part_1.1.dump.parquet,1,0,19592,0.0011,1554,19656,1,1,0,1,0,0
Daddy_Kool/Brak_2_part_2.1.dump.parquet,1,0,70466696,0.0006,3609,19656,0,1,0,1,0,0
Daddy_Kool/Brak_2_part_4.1.dump.parquet,1,0,1906568,0.0013,1554,19656,0,1,0,1,0,0
Daddy_Kool/Brak_3_demo.1.dump.parquet,1,0,1474136,0.0002,10627,19656,0,1,0,1,0,0
Daddy_Kool/Brak_3_the_end.1.dump.parquet,1,0,19592,0.0003,7920,19656,1,1,0,1,0,0
Daddy_Kool/Sonate.1.dump.parquet,1,0,120864680,0.0003,6164,19656,0,1,0,1,0,0
Daf/Alioth.1.dump.parquet,1,0,32216120,0.0005,7367,19656,0,1,0,1,0,0
Daf/Alioth.2.dump.parquet,1,0,129867128,0.0004,10385,19656,0,1,0,1,0,0
Daf/Alioth.3.dump.parquet,1,0,20265272,0.0003,14060,19656,0,1,0,1,0,0
Daf/Alioth.4.dump.parquet,1,0,204697520,0.0004,11016,19656,0,1,0,1,0,0
Daf/Arkanoid.1.dump.parquet,1,0,122751609,0.0001,87941,3020,0,0,0,1,0,0
Daf/Batroszyce.1.dump.parquet,1,0,52913888,0.0004,6577,19656,0,1,0,1,0,0
Daf/Bloody_Domination_note.1.dump.parquet,1,0,83911400,0.0002,11992,19656,0,1,0,1,0,0
Daf/Bloody_Domination_tune_1.1.dump.parquet,1,0,72963008,0.0003,7803,19656,0,1,0,1,0,0
Daf/Bloody_Domination_tune_2.1.dump.parquet,1,0,62840168,0.0003,9160,19656,0,1,0,1,0,0
Daf/Bloody_Domination_tune_2.2.dump.parquet,1,0,35007272,0.0009,3387,19656,0,1,0,1,0,0
Daf/Chojnow_Music_Compo_1.1.dump.parquet,1,0,57019266,0.0001,52783,4914,0,0,0,1,0,0
Daf/Chojnow_Music_Compo_2.1.dump.parquet,1,0,113251934,0.0001,27585,9139,0,0,0,1,0,0
Daf/Christmas_Compo.1.dump.parquet,1,0,19161810,0.0001,101269,3276,0,0,0,1,0,0
Daf/Classic_Mix.1.dump.parquet,1,0,46820528,0.0004,7368,19656,0,1,0,1,0,0
Daf/Computer_Art_Festival.1.dump.parquet,1,0,46938464,0.0005,5005,19656,0,1,0,1,0,0
Daf/Concrete.1.dump.parquet,1,0,53483912,0.0009,4091,19656,0,1,0,1,0,0
Daf/Crusade-Collection.1.dump.parquet,1,0,31547816,0.0002,11757,19656,0,1,0,1,0,0
Daf/Crusade-Intro.1.dump.parquet,1,0,11420072,0.0021,1353,19656,0,1,0,1,0,0
Daf/Daf_4.1.dump.parquet,1,0,39665744,0.0012,2879,19656,0,1,0,1,0,0
Daf/Daf_Compo_2.1.dump.parquet,1,0,11378034,0.0003,12513,9871,0,0,0,1,0,0
Daf/Digital_World_tune_2.1.dump.parquet,1,0,62348768,0.0002,17154,19656,0,1,0,1,0,0
Daf/Digital_World_tune_3.1.dump.parquet,1,0,17100656,0.0006,4645,19656,0,1,0,1,0,0
Daf/Digital_World_tune_4.1.dump.parquet,1,0,39705056,0.0001,17249,19656,0,1,0,1,0,0
Daf/Elder_Dragon.1.dump.parquet,1,0,87898302,0.0001,105469,3931,0,0,0,1,0,0
Daf/Electric_Head.1.dump.parquet,1,0,16866,0.0001,53997,3461,1,0,0,1,0,0
Daf/Extasy.1.dump.parquet,1,0,25945856,0.0002,12113,19656,0,1,0,1,0,0
Daf/For_Diverse.1.dump.parquet,1,0,20166992,0.0003,13864,19656,0,1,0,1,0,0
Daf/For_Minus.1.dump.parquet,1,0,204697520,0.0004,11016,19656,0,1,0,1,0,0
Daf/For_Stera.1.dump.parquet,1,0,19592,0.0004,6941,19656,1,1,0,1,0,0
Daf/Harpagon.1.dump.parquet,1,0,9493784,0.0006,3955,19656,0,1,0,1,0,0
Daf/Killfield.1.dump.parquet,1,0,54289808,0.0005,6278,19656,0,1,0,1,0,0
Daf/Life_Is_Death.1.dump.parquet,1,0,2380500,0.0002,22532,4914,0,0,0,1,0,0
Daf/Menhir_Compo.1.dump.parquet,1,0,111705534,0.0001,69780,3276,0,0,0,1,0,0
Daf/Nasze_Intro.1.dump.parquet,1,0,1336544,0.0008,2764,19656,0,1,0,1,0,0
Daf/Opium_tune_1.1.dump.parquet,1,0,8628920,0.0019,2152,19656,0,1,0,1,0,0
Daf/Opium_tune_2.1.dump.parquet,1,0,160766360,0.0004,9478,19656,0,1,0,1,0,0
Daf/Opium_tune_3.1.dump.parquet,1,0,37542896,0.0002,10410,19656,0,1,0,1,0,0
Daf/Opium_tune_3_preview.1.dump.parquet,1,0,64432304,0.0002,15424,19656,0,1,0,1,0,0
Daf/Opium_tune_4.1.dump.parquet,1,0,66908960,0.0002,16236,19656,0,1,0,1,0,0
Daf/Pasthet.1.dump.parquet,1,0,16078544,0.0006,6316,19656,0,1,0,1,0,0
Daf/Psychomusicdelirkill.1.dump.parquet,1,0,16866,0.0001,80558,4914,1,0,0,1,0,0
Daf/Real_Memo.1.dump.parquet,1,0,19592,0.0005,4962,19656,1,1,0,1,0,0
Daf/Real_Memo.2.dump.parquet,1,0,19592,0.0252,452,19656,1,1,0,1,0,0
Daf/Real_Memo.3.dump.parquet,1,0,19592,0.0449,51,19656,1,1,0,1,0,0
Daf/Real_Memo.4.dump.parquet,1,0,19592,0.0544,51,19656,1,1,0,1,0,0
Daf/Real_Memo.5.dump.parquet,1,0,19592,0.0239,136,19656,1,1,0,1,0,0
Daf/Real_Memo.6.dump.parquet,1,0,19592,0.0008,5201,19656,1,1,0,1,0,0
Daf/Real_Memo.7.dump.parquet,1,0,19592,0.0661,51,19656,1,1,0,1,0,0
Daf/Real_Memo.8.dump.parquet,1,0,19592,0.0058,381,19656,1,1,0,1,0,0
Daf/Rogi.1.dump.parquet,1,0,42810704,0.0006,6462,19656,0,1,0,1,0,0
Daf/Samar_Meeting.1.dump.parquet,1,0,9827936,0.0013,1990,19656,0,1,0,1,0,0
Daf/Samba.1.dump.parquet,1,0,88098128,0.0005,6426,19656,0,1,0,1,0,0
Daf/Stars_of_Graveyard.1.dump.parquet,1,0,39248,0.0004,7418,19656,0,1,0,1,0,1
Daglish_Ben/720_Degrees.1.dump.parquet,1,0,19592,0.0013,2454,19656,1,1,0,1,0,0
Daglish_Ben/720_Degrees.2.dump.parquet,1,0,8845136,0.0005,4376,19656,0,1,0,1,0,0
Daglish_Ben/Alternative_World_Games.1.dump.parquet,1,0,26456912,0.0007,3892,19656,0,1,0,1,0,0
Daglish_Ben/Alternative_World_Games.10.dump.parquet,1,0,275120,0.0041,540,19656,0,1,0,1,0,0
Daglish_Ben/Alternative_World_Games.11.dump.parquet,1,0,982736,0.0073,303,19656,0,1,0,1,0,0
Daglish_Ben/Alternative_World_Games.12.dump.parquet,1,0,19592,0.0062,399,19656,1,1,0,1,0,0
Daglish_Ben/Alternative_World_Games.13.dump.parquet,1,0,19592,0.0021,1213,19656,1,1,0,1,0,0
Daglish_Ben/Alternative_World_Games.14.dump.parquet,1,0,1218608,0.0023,1072,19656,0,1,0,1,0,0
Daglish_Ben/Alternative_World_Games.15.dump.parquet,1,0,19592,0.0042,596,19656,1,1,0,1,0,0
Daglish_Ben/Alternative_World_Games.16.dump.parquet,1,0,19592,0.0032,1720,19656,1,1,0,1,0,0
Daglish_Ben/Alternative_World_Games.17.dump.parquet,1,0,628928,0.003,749,19656,0,1,0,1,0,0
Daglish_Ben/Alternative_World_Games.18.dump.parquet,1,0,19592,0.0027,937,19656,1,1,0,1,0,0
Daglish_Ben/Alternative_World_Games.19.dump.parquet,1,0,19592,0.0055,464,19656,1,1,0,1,0,0
Daglish_Ben/Alternative_World_Games.2.dump.parquet,1,0,19592,0.0027,688,19656,1,1,0,1,0,0
Daglish_Ben/Alternative_World_Games.20.dump.parquet,1,0,19592,0.0003,8699,19656,1,1,0,1,0,0
Daglish_Ben/Alternative_World_Games.21.dump.parquet,1,0,19592,0.0004,6824,19656,1,1,0,1,0,0
Daglish_Ben/Alternative_World_Games.22.dump.parquet,1,0,72373328,0.0003,8462,19656,0,1,0,1,0,0
Daglish_Ben/Alternative_World_Games.23.dump.parquet,1,0,59793488,0.0003,6861,19656,0,1,0,1,0,0
Daglish_Ben/Alternative_World_Games.24.dump.parquet,1,0,166387976,0.0004,7117,19656,0,1,0,1,0,0
Daglish_Ben/Alternative_World_Games.25.dump.parquet,1,0,15135056,0.0003,6584,19656,0,1,0,1,0,0
Daglish_Ben/Alternative_World_Games.26.dump.parquet,1,0,23626448,0.0004,6697,19656,0,1,0,1,0,0
Daglish_Ben/Alternative_World_Games.27.dump.parquet,1,0,19592,0.0004,8092,19656,1,1,0,1,0,0
Daglish_Ben/Alternative_World_Games.28.dump.parquet,1,0,5071184,0.0083,493,19656,0,1,0,1,0,0
Daglish_Ben/Alternative_World_Games.3.dump.parquet,1,0,19592,0.0071,356,19656,1,1,0,1,0,0
Daglish_Ben/Alternative_World_Games.4.dump.parquet,1,0,19592,0.0068,356,19656,1,1,0,1,0,0
Daglish_Ben/Alternative_World_Games.5.dump.parquet,1,0,19592,0.0137,171,19656,1,1,0,1,0,0
Daglish_Ben/Alternative_World_Games.6.dump.parquet,1,0,19592,0.0076,335,19656,1,1,0,1,0,0
Daglish_Ben/Alternative_World_Games.7.dump.parquet,1,0,432368,0.0036,677,19656,0,1,0,1,0,0
Daglish_Ben/Alternative_World_Games.8.dump.parquet,1,0,19592,0.0082,303,19656,1,1,0,1,0,0
Daglish_Ben/Alternative_World_Games.9.dump.parquet,1,0,19592,0.0122,196,19656,1,1,0,1,0,0
Daglish_Ben/Ark_Pandora.1.dump.parquet,1,0,19848,0.0007,4187,19656,1,1,0,1,0,0
Daglish_Ben/Ark_Pandora.10.dump.parquet,1,0,1886912,0.0312,98,19656,0,1,0,1,0,0
Daglish_Ben/Ark_Pandora.2.dump.parquet,1,0,101916296,0.0005,5296,19656,0,1,0,1,0,0
Daglish_Ben/Ark_Pandora.3.dump.parquet,1,0,136510856,0.0004,6967,19656,0,1,0,1,0,0
Daglish_Ben/Ark_Pandora.4.dump.parquet,1,0,6467104,0.0058,337,19656,0,1,0,1,0,0
Daglish_Ben/Ark_Pandora.5.dump.parquet,1,0,904112,0.0541,48,19656,0,1,0,1,0,0
Daglish_Ben/Ark_Pandora.6.dump.parquet,1,0,19678,0.1282,52,19656,1,1,0,1,0,0
Daglish_Ben/Ark_Pandora.7.dump.parquet,1,0,1159640,0.0521,60,19656,0,1,0,1,0,0
Daglish_Ben/Ark_Pandora.8.dump.parquet,1,0,1277576,0.0696,66,19656,0,1,0,1,0,0
Daglish_Ben/Ark_Pandora.9.dump.parquet,1,0,1277576,0.0458,66,19656,0,1,0,1,0,0
Daglish_Ben/Artura.1.dump.parquet,1,0,19592,0.0004,9404,19656,1,1,0,1,0,0
Daglish_Ben/Artura.2.dump.parquet,1,0,19592,0.0005,6211,19656,1,1,0,1,0,0
Daglish_Ben/Avenger.1.dump.parquet,1,0,56648528,0.0004,5985,19656,0,1,0,1,0,0
Daglish_Ben/Avenger.2.dump.parquet,1,0,39291,0.0158,181,19656,0,1,0,1,0,1
Daglish_Ben/Avenger.3.dump.parquet,1,0,39291,0.0324,106,19656,0,1,0,1,0,1
Daglish_Ben/Basil_the_Great_Mouse_Detective.1.dump.parquet,1,0,19592,0.0012,2395,19656,1,1,0,1,0,0
Daglish_Ben/Biggles.1.dump.parquet,1,0,49316840,0.0006,6158,19656,0,1,0,1,0,0
Daglish_Ben/Biggles.2.dump.parquet,1,0,137768840,0.0004,6919,19656,0,1,0,1,0,0
Daglish_Ben/Biggles.3.dump.parquet,1,0,44835272,0.0009,2887,19656,0,1,0,1,0,0
Daglish_Ben/Black_Thunder.1.dump.parquet,1,0,11596976,0.0013,1664,39312,0,0,0,1,0,0
Daglish_Ben/Blasteroids.1.dump.parquet,1,0,19592,0.0031,1375,19656,1,1,0,1,0,0
Daglish_Ben/Blasteroids.2.dump.parquet,1,0,19592,0.0037,2971,19656,1,1,0,1,0,0
Daglish_Ben/Blitzkrieg.1.dump.parquet,1,0,155094741,0.0003,8741,30391,0,0,0,1,0,0
Daglish_Ben/Blood_Brothers.1.dump.parquet,1,0,1926224,0.0002,9837,19656,0,1,0,1,0,0
Daglish_Ben/Blood_Valley.1.dump.parquet,1,0,126034208,0.0011,6167,19656,0,1,0,1,0,0
Daglish_Ben/Bobby_Bearing.1.dump.parquet,1,0,31488848,0.0007,3253,19656,0,1,0,1,0,0
Daglish_Ben/Bombo.1.dump.parquet,1,0,120786056,0.0005,6148,19656,0,1,0,1,0,0
Daglish_Ben/Bombo.2.dump.parquet,1,0,15744392,0.0004,7363,19656,0,1,0,1,0,0
Daglish_Ben/Bombo.3.dump.parquet,1,0,155714768,0.0005,7924,19656,0,1,0,1,0,0
Daglish_Ben/Bulldog.1.dump.parquet,1,0,41906528,0.0003,7623,19656,0,1,0,1,0,0
Daglish_Ben/Butcher_Hill.1.dump.parquet,1,0,158545232,0.0005,8533,19656,0,1,0,1,0,0
Daglish_Ben/Butcher_Hill.2.dump.parquet,1,0,19592,0.0005,7526,19656,1,1,0,1,0,0
Daglish_Ben/Butcher_Hill.3.dump.parquet,1,0,26456912,0.0003,8317,19656,0,1,0,1,0,0
Daglish_Ben/Butcher_Hill.4.dump.parquet,1,0,19592,0.0004,6953,19656,1,1,0,1,0,0
Daglish_Ben/Butcher_Hill.5.dump.parquet,1,0,19592,0.0072,918,19656,1,1,0,1,0,0
Daglish_Ben/Challenge_of_the_Gobots_on_the_Moebius_Strip.1.dump.parquet,1,0,79036712,0.0002,10076,19656,0,1,0,1,0,0
Daglish_Ben/Chicken_Song_s.1.dump.parquet,1,0,7724744,0.0002,11229,19656,0,1,0,1,0,0
